,Unnamed: 0,Chord,Composer,File,NormalForm,Offset,PCsInNormalForm,beatNumber,measureNumber,pieceNumber,pieceName,movementName,genre,publicationYear,Epoch,Source,fileFormat,phraseAnalysis,fileConversion,getChords,Common Names,Contains 7th,isExtended,extendedInd
20337,20337,<music21.chord.Chord B4 B1 B2 D3 F#3 B3>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3, 7]",44,"[11, 2, 6]",1,12,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,minor triad,FALSE,Not Extended Chord,0
20341,20341,<music21.chord.Chord E5 B2 E3 G3 B3>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3, 7]",45,"[4, 7, 11]",2,12,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,minor triad,FALSE,Not Extended Chord,0
20343,20343,<music21.chord.Chord F#5 B1 B2 E3 G3 B3>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 2, 3, 7]",46,"[4, 6, 7, 11]",3,12,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,major-second minor tetrachord,FALSE,Extended Chord,1
20347,20347,<music21.chord.Chord B4 B2 D3 F#3 B3>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3, 7]",47,"[11, 2, 6]",4,12,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,minor triad,FALSE,Not Extended Chord,0
20349,20349,<music21.chord.Chord C#5 B1 B2 D3 F#3 B3>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 2, 3, 7]",48,"[11, 1, 2, 6]",1,13,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,major-second minor tetrachord,FALSE,Extended Chord,1
20353,20353,<music21.chord.Chord G4 B2 E3 G3 B3>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3, 7]",49,"[4, 7, 11]",2,13,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,minor triad,FALSE,Not Extended Chord,0
20355,20355,<music21.chord.Chord F#4 B1 B2 E3 G3 B3>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 2, 3, 7]",50,"[4, 6, 7, 11]",3,13,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,major-second minor tetrachord,FALSE,Extended Chord,1
20359,20359,<music21.chord.Chord F#4 B2 D3 F#3 B3>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3, 7]",51,"[11, 2, 6]",4,13,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,minor triad,FALSE,Not Extended Chord,0
20361,20361,<music21.chord.Chord B4 B1 B2 D3 F#3 B3>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3, 7]",52,"[11, 2, 6]",1,14,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,minor triad,FALSE,Not Extended Chord,0
20365,20365,<music21.chord.Chord E5 B2 E3 G3 B3>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3, 7]",53,"[4, 7, 11]",2,14,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,minor triad,FALSE,Not Extended Chord,0
20367,20367,<music21.chord.Chord F#5 B1 B2 E3 G3 B3>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 2, 3, 7]",54,"[4, 6, 7, 11]",3,14,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,major-second minor tetrachord,FALSE,Extended Chord,1
20371,20371,<music21.chord.Chord B4 B2 D3 F#3 B3>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3, 7]",55,"[11, 2, 6]",4,14,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,minor triad,FALSE,Not Extended Chord,0
20373,20373,<music21.chord.Chord C5 B1 B2 D3 F#3 B3>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 1, 3, 7]",56,"[11, 0, 2, 6]",1,15,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,all-interval tetrachord,FALSE,Extended Chord,1
20377,20377,<music21.chord.Chord C5 E3 G3 C4>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 4, 7]",57,"[0, 4, 7]",2,15,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,major triad,FALSE,Not Extended Chord,0
20379,20379,<music21.chord.Chord C5 B1 B2>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 1]",58,"[11, 0]",3,15,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,Minor 23,FALSE,Extended Chord,1
20383,20383,<music21.chord.Chord C5 E3 G3 C4>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 4, 7]",59,"[0, 4, 7]",4,15,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,major triad,FALSE,Not Extended Chord,0
20385,20385,<music21.chord.Chord C5 B1 B2>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 1]",60,"[11, 0]",1,16,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,Minor 23,FALSE,Extended Chord,1
20389,20389,<music21.chord.Chord C5 F#3 A3 C4>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3, 6]",61,"[6, 9, 0]",2,16,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,diminished triad,FALSE,Not Extended Chord,0
20391,20391,<music21.chord.Chord C5 B1 B2>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 1]",62,"[11, 0]",3,16,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,Minor 23,FALSE,Extended Chord,1
20395,20395,<music21.chord.Chord C5 F#3 A3 C4>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3, 6]",63,"[6, 9, 0]",4,16,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,diminished triad,FALSE,Not Extended Chord,0
20401,20401,<music21.chord.Chord B4 F#3 A3 B3>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3, 5]",65,"[6, 9, 11]",2,17,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,incomplete dominant-seventh chord,FALSE,Extended Chord,1
20403,20403,<music21.chord.Chord B4 A1 A2>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 2]",66,"[9, 11]",3,17,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,Major 23,FALSE,Extended Chord,1
20407,20407,<music21.chord.Chord B4 E-3 F#3 B3>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 4, 7]",67,"[11, 3, 6]",4,17,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,enharmonic equivalent to major triad,FALSE,Not Extended Chord,0
20409,20409,<music21.chord.Chord B4 G#1 G#2>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3]",68,"[8, 11]",1,18,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,Minor 24,FALSE,Not Extended Chord,0
20413,20413,<music21.chord.Chord E5 D3 F3 B3 D4>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3, 5, 6]",69,"[11, 2, 4, 5]",2,18,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,perfect-fourth diminished tetrachord,FALSE,Extended Chord,1
20415,20415,<music21.chord.Chord C#5 A1 A2>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 4]",70,"[9, 1]",3,18,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,Major 24,FALSE,Not Extended Chord,0
20419,20419,<music21.chord.Chord B4 C3 E3 A3 C4 A1 A2>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 2, 3, 7]",71,"[9, 11, 0, 4]",4,18,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,major-second minor tetrachord,FALSE,Extended Chord,1
20426,20426,<music21.chord.Chord B4 B2 E3 G3>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3, 7]",73,"[4, 7, 11]",2,19,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,minor triad,FALSE,Not Extended Chord,0
20428,20428,<music21.chord.Chord C5 B1 B2>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 1]",74,"[11, 0]",3,19,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,Minor 23,FALSE,Extended Chord,1
20432,20432,<music21.chord.Chord C5 B2 E3 A3>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 2, 3, 7]",75,"[9, 11, 0, 4]",4,19,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,major-second minor tetrachord,FALSE,Extended Chord,1
20434,20434,<music21.chord.Chord C#5 B1 B2>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 2]",76,"[11, 1]",1,20,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,Major 23,FALSE,Extended Chord,1
20438,20438,<music21.chord.Chord F#5 B2 F#3 B-3>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 4, 5]",77,"[6, 10, 11]",2,20,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,incomplete major-seventh chord,FALSE,Extended Chord,1
20440,20440,<music21.chord.Chord E5 B1 B2>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 5]",78,"[11, 4]",3,20,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,Perfect 25,FALSE,Not Extended Chord,0
20444,20444,<music21.chord.Chord E-5 B2 F#3 A3 B3>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3, 6, 8]",79,"[3, 6, 9, 11]",4,20,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,enharmonic to dominant seventh chord,FALSE,Extended Chord,1
20446,20446,<music21.chord.Chord G5 E2 E3>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3]",80,"[4, 7]",1,21,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,Minor 24,FALSE,Not Extended Chord,0
20450,20450,<music21.chord.Chord F#5 G3 B3 E4>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 2, 3, 7]",81,"[4, 6, 7, 11]",2,21,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,major-second minor tetrachord,FALSE,Extended Chord,1
20452,20452,<music21.chord.Chord E5 A2 A1 G3 B3 E4>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3, 5, 7]",82,"[4, 7, 9, 11]",3,21,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,perfect-fourth minor tetrachord,FALSE,Extended Chord,1
20456,20456,<music21.chord.Chord D5 E3 A3 C4>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3, 5, 7]",83,"[9, 0, 2, 4]",4,21,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,perfect-fourth minor tetrachord,FALSE,Extended Chord,1
20458,20458,<music21.chord.Chord B4 B1 B2 E3 A3 C4>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 2, 3, 7]",84,"[9, 11, 0, 4]",1,22,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,major-second minor tetrachord,FALSE,Extended Chord,1
20462,20462,<music21.chord.Chord A4 B2 F#3 A3>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3, 5]",85,"[6, 9, 11]",2,22,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,incomplete dominant-seventh chord,FALSE,Extended Chord,1
20464,20464,<music21.chord.Chord E4 C3 C2 B2 F#3 A3>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 2, 5, 7, 8]",86,"[4, 6, 9, 11, 0]",3,22,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,Kumoi pentachord,TRUE,Extended Chord,1
20468,20468,<music21.chord.Chord G4 C3 E3 A3>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3, 5, 8]",87,"[4, 7, 9, 0]",4,22,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,minor seventh chord,TRUE,Extended Chord,1
20474,20474,<music21.chord.Chord B4 F#3 A3>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3, 5]",89,"[6, 9, 11]",2,23,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,incomplete dominant-seventh chord,FALSE,Extended Chord,1
20478,20478,<music21.chord.Chord E4 C2 C3>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 4]",90,"[0, 4]",3,23,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,Major Seventeenth,FALSE,Not Extended Chord,0
20482,20482,<music21.chord.Chord G4 C3 E3 A3>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3, 5, 8]",91,"[4, 7, 9, 0]",4,23,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,minor seventh chord,TRUE,Extended Chord,1
20488,20488,<music21.chord.Chord B4 A3 F#3>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3, 5]",93,"[6, 9, 11]",2,24,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,incomplete dominant-seventh chord,FALSE,Extended Chord,1
20496,20496,<music21.chord.Chord B2 G3 E3 E1 E2>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3, 7]",95,"[4, 7, 11]",4,24,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,minor triad,FALSE,Not Extended Chord,0
20499,20499,<music21.chord.Chord E5 E2 E3 B2 G3>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3, 7]",96,"[4, 7, 11]",1,25,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,minor triad,FALSE,Not Extended Chord,0
20503,20503,<music21.chord.Chord A5 A3 C4 E4 E3 E2>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3, 7]",97,"[9, 0, 4]",2,25,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,minor triad,FALSE,Not Extended Chord,0
20506,20506,<music21.chord.Chord B5 E2 E3 A3 C4 E4>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 2, 3, 7]",98,"[9, 11, 0, 4]",3,25,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,major-second minor tetrachord,FALSE,Extended Chord,1
20510,20510,<music21.chord.Chord E5 G3 B3 E4 E3 E2>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3, 7]",99,"[4, 7, 11]",4,25,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,minor triad,FALSE,Not Extended Chord,0
20513,20513,<music21.chord.Chord F#5 A1 A2 G3 B3 E4>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 2, 3, 5, 7]",100,"[4, 6, 7, 9, 11]",1,26,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,dorian pentachord,FALSE,Extended Chord,1
20517,20517,<music21.chord.Chord C5 E3 A3 C4 E4 A1 A2>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3, 7]",101,"[9, 0, 4]",2,26,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,minor triad,FALSE,Not Extended Chord,0
20520,20520,<music21.chord.Chord B4 E2 E3 A3 C4 E4>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 2, 3, 7]",102,"[9, 11, 0, 4]",3,26,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,major-second minor tetrachord,FALSE,Extended Chord,1
20524,20524,<music21.chord.Chord B4 G3 B3 E3 E2>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3, 7]",103,"[4, 7, 11]",4,26,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,minor triad,FALSE,Not Extended Chord,0
20527,20527,<music21.chord.Chord E5 E2 E3 G3 B3>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3, 7]",104,"[4, 7, 11]",1,27,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,minor triad,FALSE,Not Extended Chord,0
20531,20531,<music21.chord.Chord A5 E3 A3 C4 E4>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3, 7]",105,"[9, 0, 4]",2,27,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,minor triad,FALSE,Not Extended Chord,0
20533,20533,<music21.chord.Chord B5 E3 E2 A3 C4 E4>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 2, 3, 7]",106,"[9, 11, 0, 4]",3,27,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,major-second minor tetrachord,FALSE,Extended Chord,1
20537,20537,<music21.chord.Chord E5 E3 G3 B3 E4>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3, 7]",107,"[4, 7, 11]",4,27,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,minor triad,FALSE,Not Extended Chord,0
20539,20539,<music21.chord.Chord F5 A1 A2 E3 G3 B3 E4>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 1, 3, 5, 7]",108,"[4, 5, 7, 9, 11]",1,28,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,phrygian pentachord,FALSE,Extended Chord,1
20543,20543,<music21.chord.Chord F5 F3 A3 C4 F4>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 4, 7]",109,"[5, 9, 0]",2,28,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,major triad,FALSE,Not Extended Chord,0
20545,20545,<music21.chord.Chord F5 B1 B2>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 6]",110,"[5, 11]",3,28,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,Diminished 26,FALSE,Not Extended Chord,0
20549,20549,<music21.chord.Chord F5 F3 A3 D4 F4 B1 B2>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 2, 5, 8]",111,"[9, 11, 2, 5]",4,28,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,half-diminished seventh chord,TRUE,Extended Chord,1
20552,20552,<music21.chord.Chord E5 G#2 G#1>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 4]",112,"[4, 8]",1,29,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,Minor Twentieth,FALSE,Not Extended Chord,0
20556,20556,<music21.chord.Chord E5 E3 B3 D4>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3, 5]",113,"[11, 2, 4]",2,29,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,incomplete dominant-seventh chord,FALSE,Extended Chord,1
20558,20558,<music21.chord.Chord E5 A1 A2>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 5]",114,"[4, 9]",3,29,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,Perfect 26,FALSE,Not Extended Chord,0
20562,20562,<music21.chord.Chord E5 B3 C#4 E4 A1 A2>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 2, 4, 7]",115,"[9, 11, 1, 4]",4,29,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,major-second major tetrachord,FALSE,Extended Chord,1
20565,20565,<music21.chord.Chord E5 F#2 F#3>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 2]",116,"[4, 6]",1,30,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,Minor Twenty-first,FALSE,Extended Chord,1
20569,20569,<music21.chord.Chord A5 F#3 C4 E-4>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3, 6, 9]",117,"[0, 3, 6, 9]",2,30,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,diminished seventh chord,TRUE,Extended Chord,1
20571,20571,<music21.chord.Chord D5 G2 G3>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 5]",118,"[2, 7]",3,30,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,Perfect Nineteenth,FALSE,Not Extended Chord,0
20575,20575,<music21.chord.Chord G5 E3 B3 C#4 G2 G3>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 2, 5, 8]",119,"[11, 1, 4, 7]",4,30,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,half-diminished seventh chord,TRUE,Extended Chord,1
20578,20578,<music21.chord.Chord C#5 E3 E2>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3]",120,"[1, 4]",1,31,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,Major Thirteenth,FALSE,Not Extended Chord,0
20582,20582,<music21.chord.Chord F#5 E-3 A3 C4>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3, 6, 9]",121,"[0, 3, 6, 9]",2,31,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,diminished seventh chord,TRUE,Extended Chord,1
20584,20584,<music21.chord.Chord B4 E3 E2>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 5]",122,"[11, 4]",3,31,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,Perfect Twelfth,FALSE,Not Extended Chord,0
20588,20588,<music21.chord.Chord E5 C3 E3 G3 C4 E2>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 4, 7]",123,"[0, 4, 7]",4,31,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,major triad,FALSE,Not Extended Chord,0
20591,20591,<music21.chord.Chord G4 A1 A2>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 2]",124,"[7, 9]",1,32,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,Minor Twenty-first,FALSE,Extended Chord,1
20595,20595,<music21.chord.Chord E5 E3 G3 C4>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 4, 7]",125,"[0, 4, 7]",2,32,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,major triad,FALSE,Not Extended Chord,0
20597,20597,<music21.chord.Chord F#4 A1 A2>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3]",126,"[6, 9]",3,32,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,Major Twentieth,FALSE,Not Extended Chord,0
20601,20601,<music21.chord.Chord E5 E3 F#3 A3 C4>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 2, 5, 8]",127,"[4, 6, 9, 0]",4,32,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,half-diminished seventh chord,TRUE,Extended Chord,1
20607,20607,<music21.chord.Chord B4 E3 G3>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3, 7]",129,"[4, 7, 11]",2,33,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,minor triad,FALSE,Not Extended Chord,0
20613,20613,<music21.chord.Chord B4 F#3 A3>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3, 5]",131,"[6, 9, 11]",4,33,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,incomplete dominant-seventh chord,FALSE,Extended Chord,1
20619,20619,<music21.chord.Chord B4 E3 G3>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3, 7]",133,"[4, 7, 11]",2,34,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,minor triad,FALSE,Not Extended Chord,0
20625,20625,<music21.chord.Chord B4 F#3 A3>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 3, 5]",135,"[6, 9, 11]",4,34,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,incomplete dominant-seventh chord,FALSE,Extended Chord,1
20628,20628,<music21.chord.Chord B4 E1 E2>,Mendelssohn,Songs without Words Op102 No1 E minor.mid,"[0, 5]",136,"[11, 4]",1,35,piece7,Songs without Words Op102,No1 E Minor,CharacterPiece,1843,1820-1869,YCAC,CSV,Y,,,Perfect 26,FALSE,Not Extended Chord,0
